NODE_ID,NODE_NAME,latitude,longitude
1500008400,동성로교회앞,35.86884221894076,128.59691458409114
1500008500,장인빌라,35.86964549192799,128.60872513964694
1500008600,만경관,35.870597834150985,128.59108342254794
1500008700,앰버서더호텔앞,35.870624894659976,128.59724610340157
1500008800,서성로교회앞,35.87086292928863,128.5859048473805
1500008900,서문로119안전센터,35.871524929446394,128.5909364251922
1500008901,포정동87,35.87185830465712,128.59300975196604
1500009000,종로초등교입구,35.87236201234398,128.5874592859234
1500009100,종로초등교앞,35.87282693270889,128.59091377209248
1500009101,향촌동41-3,35.87307778181876,128.5928630544467
1500009200,경상감영공원입구,35.87326822993811,128.59443842679306
1500009300,대구수창초등교앞,35.87355212472923,128.58341562329645
1500009301,달성공원역(대구3호선),35.87608708161984,128.58262589992154
1500009400,대안천주교회앞,35.87413843842474,128.59092382873138
1500009500,유니온호텔,35.87582839566182,128.59111157590198
1500009600,동아극장,35.87623815086772,128.5820258177663
1500010100,남산동2466-93,35.86181819758542,128.581311245353
1500010200,남산동2442-4,35.860576685111724,128.5834360721032
1500010300,남산동753-20,35.86343471708773,128.5866357624288
1500010600,계산동2가271-30,35.867059325241186,128.5890105178214
1500010700,속성변화점,35.863234773512026,128.59169782082208
1500010800,수창동104,35.8756250011586,128.58512327319067
1500010900,칠성동2가36,35.87643328994438,128.59213514954143
1500011000,속성변화점,35.871325567215635,128.59743473654748
1500011100,동인동3가223-16,35.869547434411864,128.61241223144123
1500011200,중구-북구,35.87444626284098,128.60933854529114
1500011301,히로미찌찜닭,35.86696422321586,128.59988402984308
1500011401,미소의원,35.865701188292874,128.60329459221305
1500011501,문앞약국,35.86557294870391,128.60388260852525
1500011601,이디야커피,35.866234113250606,128.6034307380234
1500011701,대봉동669-3,35.861444086710954,128.60788591780343
1500011801,동인동3가323-1,35.8727674086335,128.61161036517467
1510006500,청구네거리,35.86780599370919,128.6184470134937
1510006700,동신교앞교차로,35.868130994153674,128.61529001299365
1510006900,동신교,35.86818299406512,128.61474801307742
1510007000,동신교,35.868199993687654,128.6145470135987
1510008301,신천동741,35.873483057984785,128.61823909279337
1510008900,신천교,35.873792993800464,128.61211701377158
1510009100,신천교,35.87391099360657,128.61262801281163
1510009101,신천동537-8,35.87424335182509,128.61602336657455
1510009102,신천동541-6,35.87409732076368,128.61480723622205
1510009200,신천교,35.87449799381664,128.61206301318293
1510009201,신천동1291-380,35.87540105176316,128.60996374820195
1510009300,신천네거리,35.87465499317726,128.61760201302712
1510009302,신천역교차로,35.8752913713769,128.61724383261924
1510009400,대구동교회,35.87465699368887,128.6109160131225
1510010000,칠성교,35.87676799413055,128.6066020135344
1510010400,칠성교북단교차로,35.87697699392305,128.60668701326946
1510010800,신암지하차도,35.877414993669866,128.61612901390623
1510010803,신암동367,35.877981854270715,128.61817791201085
1510017100,동신초등,35.876597787927864,128.61650715821543
1510168600,신천동670-11,35.86997814575972,128.61822742451398
1510168700,신천동697-3,35.87203395383259,128.61730798806153
1510168800,신천동624-3,35.87130069473771,128.61608310277157
1510168900,신천동1279-126,35.870342469368026,128.61612060924088
1510169000,신천동624,35.87251009667209,128.61440731847202
1510169100,신천동1305-33,35.87207559441424,128.61410826841075
1510169200,신암동451-76,35.87696921518341,128.6138831911945
1510169300,신암동480-15,35.8781915619855,128.61257084046406
1510169600,신암동480-15,35.8780167363837,128.61275854204766
1510169700,신천동551-30,35.87710000522728,128.61069601634853
1510169800,신암동483-1,35.87775075460511,128.60999478932342
1510169900,신천동551-34,35.87591680401541,128.61042105268788
1510170000,신천동551-36,35.87520855888305,128.61169594818904
1510207501,달천포을지로노가리,35.87407277940953,128.6142177943936
1510207601,가심부름센터,35.87554269880973,128.61526995577148
1510207701,영남세탁,35.87588515259344,128.6150421316037
1540008000,동인지하차도,35.874360993221025,128.6053440133583
1540008100,칠성교네거리,35.87598799427094,128.6062840123306
1540008200,칠성교네거리,35.87615599362,128.6063520135423
1540008300,칠성시장네거리,35.87634199396828,128.60415401400772
1540008400,대성시장교차로,35.87653399346247,128.601376013504
1540008401,대성시장교차로,35.87670694889032,128.6005571021301
1540008500,속성변화점,35.876964994034154,128.59933301301544
1540008501,칠성동2가438-17,35.87726687169667,128.5975931693085
1540008502,대구역북편교차로,35.87757970398825,128.596015922026
1540008600,엔제리너스대구칠성시장역점,35.87740199327185,128.60564601324657
1540008601,대현동343-7,35.8783710183693,128.60480052654813
1540008700,대구역북편교차로,35.87774199414167,128.5951550137514
1540008701,대구역북편교차로,35.8779275457696,128.59421324799533
1540008702,칠성동2가715,35.87822922688413,128.5926820381647
1540008800,동진수산,35.87797399362464,128.60326301320904
1540126500,대성시장교차로,35.875908404738624,128.60053441853634
1540126600,대구역(대구1호선),35.87654997869365,128.5973596909458
1540126700,대구역광장교차로,35.87684160145322,128.59580982413524
1540126800,칠성동2가340-3,35.87840809489355,128.59627226742862
1540126900,칠성동2가736,35.87668327426969,128.593984985135
1540127000,칠성동2가302-381,35.877191550686405,128.5940224768881
1540127100,칠성동2가302-14,35.87747484094248,128.59246011074373
1540127200,칠성동2가302-80,35.87777479695865,128.59087274688878
1550004301,수성동4가1031,35.86101833602016,128.61774850505034
1550004401,수성동4가1090-6,35.863775912996054,128.61508319092744
1550004402,수성동4가1067-4,35.86375168247289,128.61448258542595
1550004403,수성동4가1090-12,35.861415408117736,128.61427465433178
1550004500,수성교교차로,35.86110099384181,128.60948201380674
