LINK_ID,F_NODE,T_NODE,MAX_SPD,LENGTH
1540017200,1540008300,1540008000,50,244.731909618935
1540017300,1540008100,1540008200,50,19.631219040919
1540017400,1540008200,1540008100,50,19.631248764165
1540017500,1540008100,1540008300,40,196.368622557306
1540017600,1540008300,1540008100,40,196.368935832948
1540017900,1540008200,1510010000,50,71.57851929028
1540018000,1510010000,1540008200,50,71.57851929028
1540018100,1540008300,1540008400,40,251.83262698732
1540018200,1540008400,1540008300,40,251.833026053314
1540018300,1540008300,1540008800,40,198.203443216888
1540018400,1540008800,1540008300,40,198.20349182428
1540018501,1540008400,1540008401,40,75.734768423806
1540018502,1540008401,1540008500,40,115.309367236175
1540018601,1540008500,1540008401,40,114.122825800399
1540018602,1540008401,1540008400,40,77.10103364677
1540018901,1540008500,1540008501,40,159.724581100045
1540018903,1540008501,1540008502,40,146.919562002625
1540018904,1540008502,1540008700,40,80.332853382424
1540019002,1540008501,1540008500,40,161.084507493182
1540019003,1540008700,1540008502,40,79.313675926367
1540019004,1540008502,1540008501,40,146.399945244313
1540019101,1540008600,1540008601,60,130.727405980927
1540019202,1540008601,1540008600,60,133.078830158193
1540019501,1540008700,1540008701,40,87.033139464154
1540019503,1540008701,1540008702,50,142.302144621128
1540019602,1540008701,1540008700,40,88.007898003483
1540019604,1540008702,1540008701,50,142.302047058523
1540298800,1540008300,1500006501,30,262.054245745417
1540298900,1500006501,1540008300,30,266.214093208225
1540313800,1540126600,1540008501,50,82.312015952115
1540313900,1540008501,1540126600,50,82.312113019799
1540314000,1540127000,1540008701,50,83.135525716883
1540314100,1540008701,1540127000,50,83.871753033202
1540314200,1540127100,1540008702,50,86.091661488874
1540314300,1540008702,1540127100,50,86.091780804982
1540386000,1540126500,1540008401,50,87.61755116097
1540386100,1540008401,1540126500,50,90.183806237956
1540386200,1540126600,1540126500,50,295.358326143135
1540386300,1540126500,1540126600,50,295.619957244228
1540386400,1540126700,1540126600,50,144.13438814493
1540386500,1540126600,1540126700,50,143.381762525051
1540386600,1540126700,1540008502,50,83.988143876724
1540386700,1540008502,1540126700,50,84.028960594654
1540386800,1540126800,1540008502,40,94.53366311982
1540386900,1540008502,1540126800,40,95.148517178331
1540387000,1540127000,1540126900,50,56.521560567189
1540387100,1540126900,1540127000,50,56.503742604662
1540387200,1540127200,1540127100,50,147.193906704389
1540387300,1540127100,1540127200,50,147.193906703871
1540387400,1540127100,1540127000,50,147.264707643843
1540387500,1540127000,1540127100,50,142.921161731848
1540428800,1500011200,1540008100,50,327.920462306728
1540428900,1540008100,1500011200,50,320.633996664161
1540429200,1500006501,1540008400,40,101.923831227965
1540429300,1540008400,1500006501,60,101.804790859249
1550009500,1550004600,1550004500,70,48.248045502054
1550009600,1550004500,1550004600,70,48.321181053787
1550009700,1500000100,1550004600,70,69.150648116018
1550009800,1550004600,1500000100,70,68.367218895385
1550047602,1550004301,1550015600,60,284.906890851077
1550047701,1550015600,1550004301,50,285.356752390282
1550047802,1550004401,1550015600,60,264.96468098984
1550047804,1550004402,1550004401,60,49.550787081717
1550047806,1550004403,1550004402,60,259.960931385428
1550047901,1550015600,1550004401,30,265.945096239382
1550047903,1550004401,1550004402,60,72.585138571349
1550047905,1550004402,1550004403,60,259.98487134625
1550048500,1550004500,1550015400,60,200.049293631264
1550048800,1550015200,1550004500,60,120.159205831306
1550048900,1550015200,1550015400,60,67.809861699497
1550049000,1550015400,1550015200,60,70.597214851213
1550049501,1550015400,1550015401,60,254.351772568763
1550049502,1550015401,1550016000,60,198.350319564883
1550049601,1550016000,1550015401,60,193.542723880506
1550049602,1550015401,1550015400,60,254.365700080132
1550050100,1550015600,1550015900,50,90.693619421679
1550050200,1550015900,1550015600,50,90.693430873902
1550050900,1550015900,1510006500,50,380.516096073826
1550051000,1510006500,1550015900,50,380.516126173542
1550051100,1550016000,1550016400,60,209.035749611562
1550051200,1550016400,1550016000,60,203.786028415032
1550051300,1550016000,1510006700,60,339.574837574284
1550358700,1550107500,1550004403,50,126.950884670144
1550358800,1550004403,1550107500,50,126.950881682127
1550358900,1550107600,1550004403,50,219.13251994614
1550359000,1550004403,1550107600,50,219.153239543818
1550381900,1550015401,1550004402,60,168.170618677391
1550382000,1550004402,1550015401,60,157.764765474969
1550382100,1550107400,1550004401,40,75.393142637637
1550382200,1550004401,1550107400,40,62.740401102748
1550382300,1550107700,1550107600,10,107.554170343178
1550382400,1550107600,1550107700,10,106.939649782554
1550382500,1550107800,1550107700,50,40.189499455799
1550382600,1550107700,1550107800,50,41.24887297431
1550383300,1550108000,1550015900,50,305.945974632443
1550383400,1550015900,1550108000,50,284.441731806627
1550383500,1550108100,1550015900,50,331.998824797098
1550383600,1550015900,1550108100,50,305.726076914145
